KEY,English,Turkish,German,Spanish,Italian,Portuguese,French,Hungarian,Polish,Russian,Malay,Czech,Thai,Chinese,Korean,Japanese,Arabic,Indonesian,Romanian,Vietnamese
LEVEL_TEXT_42,"Uncle Bubba is not letting me watch my show, I must get rid of him!","Şakir dayı istediğim kanalı açtırmıyor, ondan kurtulmam gerek!","Onkel Bubba lässt mich meine Sendung nicht schauen, ich muss ihn loswerden!",El tío Bubba no deja que Lily mire televisión. ¡Deshazte de él!,"Zio Berto non mi lascia guardare la TV, devo sbarazzarmi di lui!","O Tio Buba não quer me deixar assistir meu programa, preciso tirar ele daqui!",Tonton Tanguy m’empêche de regarder ma série. Je dois m’en débarrasser !,"Buci bácsi nem hagyja, hogy azt nézzek a tévében, amit akarok. Meg kell szabadulnom tőle!",Przez Wujka Bolka nie mogę obejrzeć ulubionego programu. Muszę się go pozbyć!,Дядя Вова не дает посмотреть мое любимое шоу. Мне нужно от него избавится!,Pakcik Bobba dah kuasai TV. Aku tak dapat nak tengok rancangan aku. Macam mana nak suruh Pakcik Bobba pergi?,Strýček Jarda mi nedovolí dívat se na seriál. Musím se ho zbavit!,ลุงป้อมไม่ปล่อยให้ฉันดู รายการโปรด ต้องกำจัดเขาซะ!,我沒辦法看想看的節目， 快把布巴叔叔支開！,수염 삼촌이 좋아하는 채널만 보고 있어요. 쫓아내주세요!,ひげおじさんは、私が見たい番組を見させてくれません。追い払わなければ！,العم غسان لا يسمح لي بمشاهدة برنامجي، يجب أن أتخلص منه!,Aku jadi tidak bisa menonton gara-gara TV 'dikuasai' Paman Boba. Bagaimana caranya supaya Paman pergi?,Unchiul Gigi nu mă lasă să mă uit la emisiunea mea favorită. Trebuie să scap de el.,"Ông Bác Trà Sữa không cho Lily xem tivi, hãy tìm cách để bác ấy bỏ đi!"
LEVEL_TEXT_43,We must find a way to watch our shows at the same time!,Dayımla sevdiğimiz programlar çakıştı! Aynı anda izlemenin bir yolunu bulmalıyız.,"Wir müssen einen Weg finden, unsere Sendungen gleichzeitig anzusehen!",El tío Bubba y Lily quieren ver programas distintos al mismo tiempo. ¡Ayúdalos!,Dobbiamo trovare un modo per poter guardare entrambi i programmi al contempo!,Precisamos de um jeito de assistir nossos programas todos ao mesmo tempo.,Il nous faut une solution pour regarder nos séries en même temps.,"Valahogy meg kell oldanunk, hogy kétféle műsort tudjunk nézni egyszerre.","Co zrobić, żeby każdy mógł oglądać swój program?",Нужно найти способ смотреть наши любимые передачи одновременно!,Kita kena cari jalan untuk tonton rancangan kita pada masa yang sama!,"Musíme najít způsob, jak se můžeme dívat na svoje pořady zároveň!",เราต้องหาวิธีดูรายการโปรด ของเราไปพร้อมๆ กัน!,我們得想辦法同時看不同的節目。,동시에 두 채널을 볼 수 있는 방법을 찾아야 해요!,同時に2つの番組を見る方法を見出さなくては！,يجب أن نجد طريقة لمشاهدة برامجنا في نفس الوقت!,Kami jadi berebutan deh! Bagaimana supaya kami bisa menonton acara kesukaan masing-masing secara bersamaan?,Trebuie să facem cumva ca să ne urmărim emisiunile favorite deodată.,Hai người họ cần tìm ra cách để cùng xem chương trình yêu thích của mình cùng một lúc!
LEVEL_TEXT_44,Doctor Worry needs help on powering up the coil.,Doktor Civan'ın bobine elektrik vermesi gerekiyor.,"Dr. Kummer braucht Hilfe, die Spule aufzuladen.",El doctor Preocupón necesita encender su aparato nuevo.,Il dottor Preoccupazione ha bisogno di aiuto per alimentare l'induttore.,Dr. Preocupas precisa de ajuda para energizar o dispositivo.,Le Docteur Névrose a besoin d’aide pour alimenter la bobine.,Segíts dr. Nyápicnak bekapcsolni a lámpát.,Doktor Zmartwiak potrzebuje pomocy z zasileniem cewki.,Нужно помочь тревожному доку включить катушку.,Doktor Ghisau perlu bantuan hidupkan gegelung.,Doktor Lek potřebuje pomoc se zapojením transformátoru.,ด็อกเตอร์อัจต้องการ เปิดขดลวดแม่เหล็กไฟฟ้า,糊塗博士需要啟動裝置。,걱정 박사는 새 장치를 켜야 합니다.,ドクター心配性は、コイルの電源を入れるために助けが必要です。,يحتاج الدكتور نجيب إلى مساعدة في تشغيل الجهاز.,Dr. Jeri membutuhkan bantuan untuk menyalakan koil listrik.,Doctorul Bizaro are nevoie de curent pentru a alimenta dispozitivul.,Bác Sĩ Lo Âu cần giúp đỡ để cung cấp năng lượng cho cuộn dây.
LEVEL_TEXT_45,I must please that cute cat.,Bu tatlı kediyi memnun etmeliyim.,Ich muss diese süße Katze glücklich machen.,Hay que mimar al gatito para que esté feliz.,Voglio rendere il gatto felice.,Preciso agradar essa gatinha fofa.,Je veux que ce chat m’aime.,Eljött a simizés ideje!,Muszę pogłaskać tego ślicznego kota.,Мне нужно приласкать эту милую кошечку.,Bantu Lily bermanja dengan kucingnya.,Musím tu roztomilou kočičku pomazlit.,ฉันต้องทำให้แมวน่ารักพอใจ,我得討這隻貓咪歡心。,귀여운 고양이를 기쁘게 만드세요.,かわいい猫を喜ばせなくては。,لا بد لي من إرضاء تلك القطة اللطيفة.,Kucingnya lucu! Aku mau menghiburnya.,Trebuie să fac pisica asta fericită.,Phải vuốt ve chú mèo dễ thương này mới được.
LEVEL_TEXT_46,Which one did eat my chicken fries?!,Hanginiz kızarmış tavuklarımı yedi?!,Welcher von den beiden hat meine Hühnerflügel gegessen?!,¿Quién se comió todo el pollo frito?,Chi ha mangiato le mie patatine al pollo?,Qual de vocês comeu meu frango?!,Lequel de vous deux a mangé mon poulet pané ?,Melyikőtök ette meg az ebédemet?,Który zjadł moje smażone kurczaki?,И кто из них съел мою жареную курочку?!,Siapa yang makan ayam goreng aku?!,Která z nich mi snědla moje kuřecí křidýlka?!,ตัวไหนกินไก่ทอดของฉันไป?!,是誰吃了我的雞翅？！,누가 내 치킨을 먹었나요?!,私のフライドチキンを食べたのはどっち？！,أي واحدة أكلت دجاجتي المقلية ؟!,Siapa yang menghabiskan ayam gorengku?,Care din voi mi-a mâncat aripioarele de pui?,Kẻ nào đã ăn gà rán?!
LEVEL_TEXT_47,"My brother Lazy Larry is not letting me use the mirror, help me!",Abim Bahtiyar'ın aynayı işgal etmesini engelle!,"Mein Bruder, der Faule Felix, lässt mich den Spiegel nicht verwenden, hilf mir!","Víctor el vago, el hermano de Lily, no la deja usar el espejo. ¡Ayúdala!","Mio fratello non mi fa usare lo specchio, aiutami!","Meu irmão, Pedro Preguiça, não quer me deixar usar o espelho, me ajude!",Mon frère Théo la Flemme m’empêche d’utiliser le miroir !,"Lusta Pista, a dilis öcsém nem enged oda a tükör elé!","Mój brat, Leniwy Lucek, nie pozwala mi skorzystać z lustra. Pomocy!",Мой брат баклушник Леня не дает мне использовать зеркало. Помоги мне!,"Korie tak bagi aku guna cermin, tolong aku gais!","Můj bratr Lukáš mě nepustí k zrcadlu, pomoz mi!",สายฟ้าขี้เกียจ น้องชายของฉัน ไม่ให้ฉันใช้กระจกเลย ช่วยที!,我弟弟懶惰阿瑞擋住了鏡子， 幫幫我！,게으른 동생 연우가 거울을 혼자 독차지했어요. 도와주세요!,弟の怠け者ラリーは私に鏡を使わせてくれません。助けて！,أخي أمجد الكسول لا يسمح لي باستخدام المرآة، ساعدني!,"Dari tadi cermin dipakai terus oleh kakakku, Lerri Lesu. Aku kan mau pakai juga!","Fratele meu Pamfil, nu mă lasă la oglindă. Fă ceva!","Cậu em Larry Lả Lướt không cho Lily sử dụng gương, ra tay thôi!"
LEVEL_TEXT_48,How can this equation be correct?!,Bu denklem nasıl doğru olabilir?!,Wie kann diese Gleichung nur stimmen?!,Esta ecuación está mal. ¡Corrijámosla!,Come fare a correggere l'equazione?,Essa equação está errada! Como podemo corrigi-la?,Comment rendre cette équation correcte ?,Hozd helyre az egyenletet.,Czy to równanie jest prawidłowe?,Как сделать это уравнение правильным?!,Apa yang salah dengan persamaan ni?!,"Jak to, že je tahle rovnice správně?",จะทำยังไงให้สมการนี้ ถูกต้อง?!,這公式不正確吧？！,이 방정식이 어떻게 올바르죠?!,どうしたらこの方程式が正しいのでしょう？！,كيف تصلح هذه المعادلة ؟!,Bagaimana supaya persamaan ini tepat?,Ce s-ar putea face ca această ecuație să fie corectă?!,Sao phương trình này lại đúng được?!
LEVEL_TEXT_49,Brrr! It's so cold!,Işşşş! Dondum yaa!,"Brrr, es ist so kalt!",¡Hace muchísimo frío!,"Brrr, fa freddissimo!",Brrr! Que frio!,Brrrr ! Je suis gelée !,Brrr! Mindjárt megfagyok!,Brr! Zimno!,Бр-р! Так холодно!,Grrr! Sejuknya!,Brrr! To je zima!,บรืออ! หนาวชะมัด!,哦！好冷喔！,덜덜덜! 너무 추워요!,ブルブル！とっても寒い！,بررر! إن الجو بارد جدا!,Brrr! Dingin sekali!,Brrr! E atât de frig!,Brrr! Lạnh quá!
LEVEL_TEXT_5,"Get me a cheesecake, please.","Off!! Canım çok cheesecake çekti, bana yardım eder misin?",Mache mir bitte einen Käsekuchen.,Lily quiere comer cheesecake.,"Voglio una """"cheesecake"""".","Me faz um cheesecake, por favor.",J’ai envie d’un cheesecake.,Bármit megadnék egy sajttortáért!,Chcę zjeść sernik.,"Дай мне чизкейк, пожалуйста.",Aku mahu kek keju.,Dala bych si cheesecake.,ขอชีสเค้กให้ฉันหน่อย,我想要一個起司蛋糕。,치즈케이크를 주세요.,チーズケーキをくださいな。,اصنعي لي كعكة الجبن من فضلك.,"Buatkan aku cheesecake, dong!",Aș dori un tort cu brânză.,Làm giúp mình một cái bánh phô mai với.
LEVEL_TEXT_50,Protect me from that snake!,Bu yılandan kurtar beni!,Beschütze mich vor dieser Schlange!,¡Protege a Lily de la serpiente!,Proteggimi da quel serpente!,Me proteja daquela cobra!,Protégez-moi de ce serpent !,"Ments meg, KÖNYÖRGÖM!",Ochroń mnie przed wężem!,Защити меня от этой змеи!,Tolong! Aku takut ular!,Zachraň mě před tím hadem!,คุ้มกันฉันจากงูนั่น!,別讓那隻蛇攻擊我！,뱀으로부터 지켜주세요!,あのヘビから私を守って！,احميني من هذا الثعبان!,Selamatkan aku dari ular itu!,Apără-mă de șarpe!,Hãy bảo vệ Lily khỏi con rắn đó!
LEVEL_TEXT_51,Doctor Worry needs a chicken to sit on the eggs.,Doktor Civan'ın yumurtalar üzerinde kuluçkaya yatacak bir tavuğa ihtiyacı var.,"Dr. Kummer braucht ein Huhn, das sich auf die Eier setzen soll.",El doctor Preocupón necesita que una gallina se pose sobre los huevos.,Il dottor Preoccupazione ha bisogno di una gallina che covi le uova.,Dr. Preocupas precisa de uma galinha para chocar os ovos.,Le Docteur Névrose cherche une poule pour couver les œufs.,Dr. Nyápic ki szeretné keltetni a tojásokat.,"Doktor Zmartwiak potrzebuje kury, która wysiedzi jajka.","Тревожному доку нужна курица, чтобы посадить ее на яйца.",Doktor Ghisau kena buatkan ayam duduk di atas telur.,"Doktor Lek potřebuje kvočnu, která by seděla na vejcích.",ด็อกเตอร์อัจต้องการไก่ มานั่งบนไข่,糊塗博士需要一隻雞來孵那些蛋。,걱정 박사는 계란 위에 둘 닭이 필요합니다.,ドクター心配性は、卵の上に座らせるニワトリが必要です。,يحتاج الدكتور نجيب إلى دجاجة لتجلس على البيض.,Dr. Jeri membutuhkan seekor ayam untuk mengerami telurnya.,Doctorul Bizaro are nevoie de o găină care să stea pe ouă.,Bác Sĩ Lo Âu cần một con gà để ấp trứng.
LEVEL_TEXT_52,"One of my cats feels lonely, help please.",Kedilerimden biri çok yalnız hissediyor. Yardım et ona.,"Eine meiner Katzen fühlt sich einsam, hilf ihr bitte.",Uno de los gatos se siente muy solo. Ayúdalo.,"Uno dei gatti si sente solo, aiutami per favore.","Um dos meus gatos se sente sozinho, ajude, por favor!",Un de mes chats se sent seul.,"Az egyik cicus nagyon magányos... Segíts rajta, légyszi.",Jeden z moich kotów jest samotny. Pomóż!,Моя кошка чувствует себя одиноко. Помоги ей.,"Tolong, ada meow yang rasa sunyi.","Moje kočka se cítí osaměle, pomoz jí prosím.",แมวตัวหนึ่งของฉันรู้สึกเหงา ช่วยที,幫助落單的貓咪不要感覺那麼寂寞。,고양이 중 한 마리가 외로워요. 제발 도와주세요.,猫が一匹、孤独を感じています。助けてください。,إحدى قطتي تشعر بالوحدة، الرجاء المساعدة.,Salah satu kucingku kesepian. Tolonglah supaya dia tidak sendirian.,Una dintre pisici se simte cam singură. Ajutați-o cumva!,"Một con mèo của Lily đang cảm thấy cô đơn, giúp nó đi nào."
LEVEL_TEXT_53,"I want a green apple, right now!",Acilen yeşil elma yemem gerek!,"Ich will einen grünen Apfel, und zwar jetzt!",Lily quiere una manzana verde. ¡Ahora!,"Voglio una mela verde, subito!","Quero uma maçã verde, e quero agora!",Je veux une pomme verte !,"Adj nekem egy zöld almát, de tüstént!","Chcę zielone jabłko, i to już!",Я хочу зеленое яблоко. Прямо сейчас!,"Aku nak epal hijau, sekarang juga!","Chci zelené jablko, teď hned!",ฉันอยากได้แอปเปิ้ลเขียว!,我現在就要一顆綠蘋果！,지금 당장 풋사과를 원해요!,今すぐ青リンゴが欲しい！,أريد التفاحة الخضراء الآن!,Berikan aku apel yang hijau sekarang juga!,Vreau chiar acum un măr verde!,"Lily muốn có một quả táo xanh, ngay lập tức!"
LEVEL_TEXT_54,"Grrr, I'm stuck behind that slow car. Help please!","Üfff! Şu yavaş arabanın arkasına takılıp kaldım, yardım et lütfen!","Grrr, ich stecke hinter diesem langsamen Auto fest. Hilf bitte!",Lily quiere pasar a ese odioso auto lento. ¡Ayúdala!,"Grrr, sono bloccata dietro questa macchina lenta... Aiutami!","Grrr. estou presa atrás desse carro lerdo! Me ajude, por favor!","Grrr, je suis coincée derrière cette voiture escargot ! Aidez-moi !","Ó, a fene vigye el! Hogy előzzem meg ezt a lassú csigát?!",Nie mogę wyprzedzić tego łamagi. Pomocy!,Бр! Я тащусь за этой медленной машиной. Помоги!,"Grrr, aku ada di belakang kereta lembab. Tolong aku!","Grrr, to pomalé auto mi překáží. Pomoz mi prosím!",ฉันติดแหง็กอยู่หลังรถ ที่ขับช้าคันนี้ ช่วยที!,唉，我被這台龜速車擋住了。 幫幫忙！,"으, 느린 차 뒤에 갇혔어요. 도와주세요!",ああ、遅い車の後ろで立ち往生しています。何とかして！,أنا عالق خلف تلك السيارة البطيئة. ساعدنى من فضلك!,Mobil di depan lambatnya minta ampun. Aku kesulitan menyalip!,"Vai, mașina asta mă încetinește! Trebuie să o depășesc!","Hừ, chiếc xe chậm chạp đó làm Lily phát bực. Xử lý đi nào!"
